source,type,Question in English,Question in Dagbani,Question (Dagbani),Answer (Dagbani),Question (English),Answer (English),Personal pronouns (Dagbani),Personal pronoun (English),Negation (Dagbani),Negation (English),Dagbani,English,line_index,content,Singular,Plural,Translation,Day,Dagbaŋ Month,English Month,Dagbanli,Alternative/Plural
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,8.0,wuntaŋa ni in the afternoon,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,9.0,zaawuni evening,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,10.0,yuŋ night,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,11.0,minti minute,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,12.0,hawa hour,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,13.0,ŋme strike,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,14.0,ni pirigili and half,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,15.0,yaɣi past,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,16.0,che few moments,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,17.0,di che biɛla in a few moments,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,18.0,Examples:,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,19.0,Di che biɛla ni kurigu ata – It's left with some few minutes to three o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,20.0,Kurigu anu yaɣi minti pishi – It is five twenty,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,21.0,2. One to Twelve Hours,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,22.0,Dagbanli English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,23.0,kurigu yini one o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,24.0,kurigu ayi two o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,25.0,kurigu ata three o'clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,26.0,kurigu anahi four o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,27.0,kurigu anu five o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,28.0,kurigu ayobu six o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,29.0,kurigu ayopɔin seven o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,30.0,kurigu anii eight o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,31.0,kurigu awei nine o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,32.0,kurigu pia ten o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,33.0,kurigu pia ni yini eleven o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,34.0,agbaa twelve o' clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,35.0,3. Using Ante-meridian,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,36.0,Dagbanli English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,37.0,asiba kurigu ata 3:00 a.m,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,38.0,yuŋ agbaa 12:00 a.m,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,39.0,asiba kurigu ata 3:00 a.m,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,40.0,4. Using Post Meridian,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,41.0,Dagbanli English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,42.0,wuntaŋa ni kurigu yini 1:00 p.m,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,43.0,zaawuni kurigu anahi 4:00 p.m,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,44.0,yuŋ kurigu anii 8:00 p.m,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,45.0,"5. Expressing ""Half of an Hour""",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,46.0,Dagbanli English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,47.0,kurigu yini yaɣi minti pihita 1:30,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,48.0,kurigu awei yaɣi minti pihita 9:30,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,49.0,kurigu yini che minti pihita 12:30,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,50.0,kurigu anu che minti pihita 4:30,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,51.0,"Unless scheduling a time for someone, the a.m or p.m is not often added. For instance, if one asks for the time, since both of them know that it is morning, afternoon or evening; the answer may be similar to those above.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,52.0,Saha dini m-bɔŋɔ - What time is this,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,53.0,kurigu ata che minti pihita - 3:30,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,54.0,6. Other Expressions,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,55.0,Dagbanli English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,56.0,kurigu yini yaɣi minti anu 1:05,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,57.0,kurigu yini yaɣi minti pia 1:10,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,58.0,kurigu ata yaɣi minti pia ni anu 3:15,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,59.0,kurigu anahi yaɣi minti pishi ni anu 4:25,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,60.0,kurigu ayi che minti pishi ni anu 1:35,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,61.0,kurigu ata che minti anu 2:55,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,62.0,7. Exercises,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,63.0,Read the following times in Dagbani:,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,64.0,"6:30, 5:20, 5:05, 7:55, 9:45",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,65.0,"4:20 a.m, 7:45 a.m, 8:35 a.m, 11:00 a.m, 12:00 a.m",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,66.0,"5:30 p.m, 1:25 p.m, 12:20 p.m, 12:00 p.m, 11:59 p.m",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,67.0,Lesson by: Osman,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,68.0,"Reference: Adam, P. P. (2013). Dagbani an Introductory Course for Beginners. Koforidua: Pedaddo Ventures.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,adiini,adiininima,religion,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,afa,afanima,Muslim priest/preacher,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,alepile,alepilenima,aeroplane,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,barimaana,barimaansi,begger,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,biabi,hi,child,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,bidibiga,bidibisi,boys,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,bipuɣiŋga,bipuɣinsi,girls,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,birigu,biriti,deaf person,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,buɣili,buɣa,shrine,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,bundana,bundaamba,rich person,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,cheechi duu,cheechi duri,church building,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,cheechi,cheechinima,church,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,daada,hi,market,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,dakoli,dakoya,bachelor,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,dolodolo,dolodolo,Christian,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,dooda,bba,man,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,fɔŋ,fɔndi,town,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,gbansabinli,gbansabila,blackmen,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,gbarigu,gbariti,cripple,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,gurigulana,gurigulaanima,hunchback,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,jɛrigu,jɛra,fool,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,jiŋli,jiŋa,mosque,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,table_row,,,,,,,,,,,,,,,kɔŋa,kɔnsi,leper,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,1.0,Everyday Nouns (Part 3),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,3.0,Singular Plural Translation,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,4.0,adiini adiininima religion,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,5.0,afa afanima Muslim priest/preacher,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,6.0,alepile alepilenima aeroplane,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,7.0,barimaana barimaansi begger,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,8.0,biabi hi child,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,9.0,bidibiga bidibisi boys,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,10.0,bipuɣiŋga bipuɣinsi girls,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,11.0,birigu biriti deaf person,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,12.0,buɣili buɣa shrine,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,13.0,bundana bundaamba rich person,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,14.0,cheechi duu cheechi duri church building,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,15.0,cheechi cheechinima church,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,16.0,daada hi market,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,17.0,dakoli dakoya bachelor,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,18.0,dolodolo dolodolo Christian,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,19.0,dooda bba man,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,20.0,fɔŋ fɔndi town,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,21.0,gbansabinli gbansabila blackmen,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,22.0,gbarigu gbariti cripple,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,23.0,gurigulana gurigulaanima hunchback,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,24.0,jɛrigu jɛra fool,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,25.0,jiŋli jiŋa mosque,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=02-everyday-nouns-part-3-places,raw_text_line,,,,,,,,,,,,,26.0,kɔŋa kɔnsi leper,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Head,,,,,,,,,Zuɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Hair,,,,,,,,,Zabiri,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Ear,,,,,,,,,Tibili,Tiba (Ears)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Eye,,,,,,,,,Nini,Nina (Eyes)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Mouth,,,,,,,,,Nɔli,Nangbani
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Neck,,,,,,,,,Nyingɔli,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Chest,,,,,,,,,Nyɔɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Breast,,,,,,,,,Bihili,Biha (Breasts)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Stomach,,,,,,,,,puli,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Rip,,,,,,,,,Saprigu,Sapira (Rips)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Navel,,,,,,,,,Nyuɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Waist,,,,,,,,,Shɛi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Hip,,,,,,,,,Sakpuɣu,Sakpuɣa (Hips)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Buttocks,,,,,,,,,Gbina,Gbini (Buttock)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Thigh,,,,,,,,,gbalpini,gbalpina (Thighs)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Knee,,,,,,,,,duni,duna (Knees)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Leg,,,,,,,,,bɛi,bɛhi (Legs)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Ankle,,,,,,,,,Napɔŋ-chei,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Foot,,,,,,,,,Napɔŋ,Napɔna (Feet)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Toe,,,,,,,,,Napɔŋ-bila,Napɔŋ-bihi (Toes)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Big Toe,,,,,,,,,Napɔŋ-lɔɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Heel,,,,,,,,,Napɔŋ-kpaa,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Shoulder,,,,,,,,,Bɔɣu-sapim,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Arm,,,,,,,,,Bɔɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Elbow,,,,,,,,,Kpinkpanjua,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Wrist,,,,,,,,,Nukyɛi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Finger,,,,,,,,,Nubila,Nubihi (Fingers)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Thumb,,,,,,,,,Nuluɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Finger/Toe Nails,,,,,,,,,Nyinyahi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Palm,,,,,,,,,Nutali,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Abdomen,,,,,,,,,Saɣinga,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Soles of the feet,,,,,,,,,Napɔŋ-vaɣu,Napɔŋ-vari (plural)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Nose,,,,,,,,,Nyɛi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,table_row,,,,,,,,,,,,Forehead,,,,,,,,,Gbiɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=03-body-parts-in-dagbanli,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
